Probability,Token
0.005917904898524284,Ġchild
0.005971462000161409,Ġchild
0.006011026445776224,Ġchild
0.006037094630300999,Ġchild
0.00605067377910018,Ġchild
0.006052924785763025,Ġchild
0.006045334041118622,Ġchild
0.006028690375387669,Ġchild
0.006004722323268652,Ġchild
0.005974841769784689,Ġchild
0.005940102972090244,Ġchild
0.005901609547436237,Ġchild
0.00586047675460577,Ġchild
0.005817692261189222,Ġchild
0.005773815792053938,Ġchild
0.0057293507270514965,Ġchild
0.005685458891093731,Ġchild
0.005641846917569637,Ġchild
0.005599132273346186,Ġchild
0.005557456985116005,Ġchild
0.005517090670764446,Ġchild
0.0054781027138233185,Ġchild
0.0054403082467615604,Ġchild
0.00540407607331872,Ġchild
0.00536937965080142,Ġchild
0.005335703957825899,Ġchild
0.005303254816681147,Ġchild
0.005272124893963337,Ġchild
0.005241922102868557,Ġchild
0.005212672520428896,Ġchild
0.00518456008285284,Ġchild
0.005156978033483028,Ġchild
0.005130148958414793,Ġchild
0.0051038735546171665,Ġchild
0.005078135058283806,Ġchild
0.005052980966866016,Ġchild
0.0050278049893677235,Ġchild
0.005003353580832481,Ġchild
0.004978775046765804,Ġchild
0.004954364150762558,Ġchild
0.004930073861032724,Ġchild
0.004905776586383581,Ġchild
0.0048812744207680225,Ġchild
0.004856253042817116,Ġchild
0.004831080324947834,Ġchild
0.00480484776198864,Ġchild
0.004777777474373579,Ġchild
0.004749467596411705,Ġchild
0.004719833843410015,Ġchild
0.004688531160354614,Ġchild
0.004655321128666401,Ġchild
0.004620065912604332,Ġchild
0.004582714755088091,Ġchild
0.0045431931503117085,Ġchild
0.004501336254179478,Ġchild
0.004457815550267696,Ġchild
0.004412273410707712,Ġchild
0.004365118220448494,Ġchild
0.004316600970923901,Ġchild
0.0042671095579862595,Ġchild
0.004216870758682489,Ġchild
0.004165997728705406,Ġchild
0.0041149514727294445,Ġchild
0.004063889384269714,Ġchild
0.004012862220406532,Ġchild
0.003962043672800064,Ġchild
0.003911497071385384,Ġchild
0.0038615416269749403,Ġchild
0.0038119389209896326,Ġchild
0.0037629089783877134,Ġchild
0.0037144715897738934,Ġchild
0.003666430478915572,Ġchild
0.003619002876803279,Ġchild
0.0035720395389944315,Ġchild
0.0035254417452961206,Ġchild
0.003479395527392626,Ġchild
0.003433746285736561,Ġchild
0.0033883615396916866,Ġchild
0.0033432934433221817,Ġchild
0.0032985813450068235,Ġchild
0.0032539889216423035,Ġchild
0.0032096344511955976,Ġchild
0.003165280446410179,Ġchild
0.0031211155001074076,Ġchild
0.003076898166909814,Ġchild
0.0030327087733894587,Ġchild
0.002988469088450074,Ġchild
0.0029440715443342924,Ġchild
0.002899543847888708,Ġchild
0.0028548347763717175,Ġchild
0.0028098549228161573,Ġchild
0.002764684846624732,Ġchild
0.0027192297857254744,Ġchild
0.0026734459679573774,Ġchild
0.0026273897383362055,Ġchild
0.002581023843958974,Ġchild
0.0025343401357531548,Ġchild
0.0024874478112906218,Ġchild
0.0024402295239269733,Ġchild
0.0023928761947900057,Ġchild
0.0023453133180737495,Ġchild
0.0022976540494710207,Ġchild
0.0022498988546431065,Ġchild
0.002202114090323448,Ġchild
0.0021542897447943687,Ġchild
0.002106542233377695,Ġchild
0.0020588161423802376,Ġchild
0.002011166187003255,Ġchild
0.0019636002834886312,Ġchild
0.0019159065559506416,Ġchild
0.0018680409993976355,Ġchild
0.0018199578626081347,Ġchild
0.0017714720452204347,Ġchild
0.0017225005431100726,Ġchild
0.0016729938797652721,Ġchild
0.00162305380217731,Ġchild
0.0015729694860056043,Ġchild
0.0015234018210321665,Ġchild
0.001475249300710857,Ġchild
0.0014300222974270582,Ġchild
0.001389539334923029,Ġchild
0.0013559549115598202,Ġchild
0.0013312908122316003,Ġchild
0.0013170239981263876,Ġchild
0.0013137731002643704,Ġchild
0.0013209206517785788,Ġchild
0.0013378496514633298,Ġchild
0.0013619542587548494,Ġchild
0.0013795874547213316,Ġchild
0.0012936777202412486,Ġchild
0.000906434201169759,Ġchild
0.000698326388373971,Ġchild
0.0006120188045315444,Ġchild
0.0005522393621504307,Ġchild
0.0005046107689850032,Ġchild
0.0004679473931901157,Ġchild
0.0004411577247083187,Ġchild
0.00042211991967633367,Ġchild
0.0004079822392668575,Ġchild
0.0003961882903240621,Ġchild
0.00038554941420443356,Ġchild
0.0003759976534638554,Ġchild
0.0003677225031424314,Ġchild
0.00036064302548766136,Ġchild
0.0003544186183717102,Ġchild
0.00034866100759245455,Ġchild
0.0003430012729950249,Ġchild
0.0003371828352101147,Ġchild
0.00033100342261604965,Ġchild
0.0003243708051741123,Ġchild
0.00031724246218800545,Ġchild
0.00030961947049945593,Ġchild
0.0003015550901181996,Ġchild
0.0002931256894953549,Ġchild
0.00028439838206395507,Ġchild
0.0002754736051429063,Ġchild
0.0002664429775904864,Ġchild
0.00025737631949596107,Ġchild
0.0002483594580553472,Ġchild
0.00023945722205098718,Ġchild
0.00023071412579156458,Ġchild
0.0002221907489001751,Ġchild
0.0002139142743544653,Ġchild
0.00020590795611497015,Ġchild
0.00019819967565126717,Ġchild
0.0001907899131765589,Ġchild
0.0001837020827224478,Ġchild
0.00017691797984298319,Ġchild
0.00017045025015249848,Ġchild
0.000164282726473175,Ġchild
0.00015841034473851323,Ġchild
0.0001528278226032853,Ġchild
0.00014751945855095983,Ġchild
0.0001424697256879881,Ġchild
0.00013767450582236052,Ġchild
0.0001331155508523807,Ġchild
0.00012877973495051265,Ġchild
0.0001246553147211671,Ġchild
0.00012072941899532452,Ġchild
0.00011699082097038627,Ġchild
0.00011342873040121049,Ġchild
0.00011003213148796931,Ġchild
0.0001067897246684879,Ġchild
0.00010369207302574068,Ġchild
0.00010073273733723909,Ġchild
9.789885370992124e-05,Ġchild
9.518729348201305e-05,Ġchild
9.259042417397723e-05,Ġchild
9.00978920981288e-05,Ġchild
8.770857675699517e-05,Ġchild
8.541518764104694e-05,Ġchild
8.320966298924759e-05,Ġchild
8.109334157779813e-05,Ġchild
7.905608072178438e-05,Ġchild
7.710004138061777e-05,Ġchild
7.521655788877979e-05,Ġchild
7.340613228734583e-05,Ġchild
7.16629292583093e-05,Ġchild
6.99873999110423e-05,Ġchild
6.837540422566235e-05,Ġchild
6.682638922939077e-05,Ġchild
6.533332634717226e-05,Ġchild
6.390249473042786e-05,Ġchild
6.252609455259517e-05,Ġchild
6.120258331065997e-05,Ġchild
5.993261584080756e-05,Ġchild
5.871188113815151e-05,Ġchild
5.754143057856709e-05,Ġchild
5.641768439090811e-05,Ġchild
5.5338521633530036e-05,Ġchild
5.430316014098935e-05,Ġchild
5.331132706487551e-05,Ġchild
5.235827848082408e-05,Ġchild
5.1445280405459926e-05,Ġchild
5.056873487774283e-05,Ġchild
4.973069007974118e-05,Ġchild
4.892201832262799e-05,Ġchild
4.815037391381338e-05,Ġchild
4.740489384857938e-05,Ġchild
4.669271584134549e-05,Ġchild
4.600674219545908e-05,Ġchild
4.534731851890683e-05,Ġchild
4.471265128813684e-05,Ġchild
4.41012489318382e-05,Ġchild
4.351262396085076e-05,Ġchild
4.294499376555905e-05,Ġchild
4.2398736695759e-05,Ġchild
4.186986552667804e-05,Ġchild
4.135907511226833e-05,Ġchild
4.086444096174091e-05,Ġchild
4.0387665649177507e-05,Ġchild
3.992465644842014e-05,Ġchild
3.947533332393505e-05,Ġchild
3.904063123627566e-05,Ġchild
3.861757068079896e-05,Ġchild
3.820773054030724e-05,Ġchild
3.7807883927598596e-05,Ġchild
3.742045009857975e-05,Ġchild
3.704346454469487e-05,Ġchild
3.66746899089776e-05,Ġchild
3.6316159821581095e-05,Ġchild
3.5966695577371866e-05,Ġchild
3.562683559721336e-05,Ġchild
3.529289097059518e-05,Ġchild
3.496905628708191e-05,Ġchild
3.465179543127306e-05,Ġchild
3.434131940593943e-05,Ġchild
3.4037995646940544e-05,Ġchild
3.3741529477993026e-05,Ġchild
3.345239019836299e-05,Ġchild
3.316795118735172e-05,Ġchild
3.2890831789700314e-05,Ġchild
3.2618409022688866e-05,Ġchild
3.2351930713048205e-05,Ġchild
3.2091229513753206e-05,Ġchild
3.183618173352443e-05,Ġchild
3.1585215765517205e-05,Ġchild
3.13398486468941e-05,Ġchild
3.109896351816133e-05,Ġchild
3.0862946005072445e-05,Ġchild
3.0630628316430375e-05,Ġchild
3.0403969503822736e-05,Ġchild
3.018191273440607e-05,Ġchild
2.9962593544041738e-05,Ġchild
2.9747874577878974e-05,Ġchild
2.9537086447817273e-05,Ġchild
2.9330598408705555e-05,Ġchild
